"L101_volume","L102_volume","L103_volume","L104_volume","L106_volume","L107_volume","L108_volume","L101_occupancy","L102_occupancy","L103_occupancy","L104_occupancy","L106_occupancy","L107_occupancy","L108_occupancy","DAY","MIN.15.TIME"
401,459,426,339,593,323,397,71.778,66.419,53.509,97.638,36.973,87.209,17.403,14,895
393,522,491,416,486,315,403,78.824,38.782,30.001,72.37,56.028,82.053,19.492,14,896
435,477,336,393,583,309,396,69.691,26.026,51.382,82.721,41.5,96.182,31.813,14,897
314,456,375,317,582,275,395,89.649,25.001,36.105,87.092,34.807,98.232,37.562,14,898
348,478,545,298,535,218,396,79.533,47.485,38.429,96.852,63.508,95.081,18.503,14,899
475,365,458,165,595,123,399,66.461,68.35,23.072,100,29.294,100,88.034,14,900
420,346,479,189,563,318,529,70.793,100,33.429,100,40.948,88.744,47.01,14,901
428,354,537,211,518,319,459,67.17,98.308,25.748,100,56.776,93.666,28.624,14,902
396,388,464,234,482,349,364,79.613,99.411,21.812,100,51.775,55.32,22.6,14,903
242,403,453,254,522,339,402,92.485,96.616,25.316,100,58.428,31.144,37.994,14,904
377,412,482,241,316,356,364,79.926,97.718,31.303,100,78.195,32.994,25.199,14,905
407,456,420,300,479,414,374,84.848,97.719,79.178,100,60.594,23.073,23.19,14,906
419,409,621,226,466,378,347,77.448,63.862,35.199,100,43.154,41.065,28.151,14,907
346,518,608,388,663,245,346,87.247,19.333,54.256,78.156,28.034,76.935,21.655,14,908
295,480,451,354,646,293,390,91.539,18.074,42.718,85.752,30.279,83.785,26.027,14,909
430,499,423,346,573,386,398,69.257,19.686,76.856,94.137,48.153,73.705,32.524,14,910
416,496,461,354,674,394,394,82.525,15.514,53.784,91.932,35.2,62.761,55.595,14,911
431,490,458,360,384,385,342,72.485,19.135,76.66,90.83,72.604,57.328,35.041,14,912
284,494,465,279,375,345,443,92.959,30.278,32.641,100,77.211,64.375,29.412,14,913
432,469,457,261,368,363,499,75.872,24.412,69.177,100,59.926,56.856,41.815,14,914
372,515,461,418,601,333,405,87.682,22.443,48.625,73.706,33.153,71.933,26.302,14,915
408,468,437,344,589,290,353,77.564,19.728,71.266,86.302,36.737,69.415,26.892,14,916
458,463,479,458,414,441,373,66.896,28.82,43.625,66.381,52.051,24.294,42.602,14,917
467,506,467,350,395,361,416,71.54,20.514,34.844,86.263,54.532,15.002,68.35,14,918
423,468,472,267,259,398,427,77.684,42.208,37.996,100,68.589,13.504,29.964,14,919
453,467,493,293,216,399,343,66.148,55.989,27.248,100,72.92,33.664,31.616,14,920
406,457,456,296,297,378,351,82.091,24.883,77.011,88.702,63.154,12.126,22.718,14,921
381,426,437,252,302,351,311,58.507,49.729,29.806,90.118,58.903,18.822,25.83,14,922
471,475,466,333,349,322,320,72.605,18.821,47.483,96.222,63.746,83.706,21.144,14,923
480,523,488,273,327,356,381,65.163,25.948,33.663,97.166,59.493,66.774,50.358,14,924
445,433,417,218,328,349,327,53.074,58.902,62.482,90.118,56.066,36.264,20.316,14,925
462,466,486,260,422,387,332,70.085,25.24,44.296,100,55.2,11.496,23.546,14,926
387,488,458,268,505,431,362,77.958,42.956,53.744,100,45.24,15.671,32.287,14,927
389,465,411,271,559,407,366,80.439,20.748,34.333,98.977,40.24,12.757,22.602,14,928
309,471,447,370,435,430,322,90.556,15.671,32.09,80.988,55.988,14.213,18.938,14,929
308,530,483,324,451,401,329,88.55,18.938,25.634,99.096,45.396,11.773,53.823,14,930
325,490,458,340,514,408,335,85.242,23.153,55.003,95.28,36.421,21.3,38.545,14,931
387,471,484,436,589,351,331,69.217,15.985,27.758,53.431,35.75,12.088,43.507,14,932
451,474,411,436,306,450,360,71.068,20.239,74.849,54.137,62.091,13.82,28.937,14,933
472,517,615,387.110000000001,433,388,370,67.092,26.381,61.578,83.034,41.656,12.637,26.616,14,934
370,524,383,289,587,380,344,85.084,17.955,47.286,99.922,34.018,11.497,60.438,14,935
337,497,383,396,468,441,357,90.514,18.154,32.918,66.854,32.994,23.505,55.004,14,936
479,509,450,364,544,381,482,60.753,14.725,30.986,84.925,34.885,21.577,27.994,14,937
376,490,399,385,437,396,541,61.62,15.513,41.933,73.431,36.027,12.599,36.065,14,938
358,498,430,362,478,431,497,73.47,14.529,44.569,91.499,50.791,12.796,49.806,14,939
323,439,392,366.110000000001,513,412,294,69.649,17.442,41.539,61.618,25.236,13.466,43.035,14,940
322,478,419,383,593,429,347,81.62,45.043,65.279,75.755,33.35,15.947,43.075,14,941
384,480,424,309,501,396,417,73.038,15.75,42.445,96.419,48.745,22.445,36.775,14,942
303,512,386,384,551,425,385,78.904,19.254,48.664,77.406,29.255,21.891,34.688,14,943
452,522,472,385,600,422,385,51.343,30.318,36.773,90.949,27.523,11.732,28.94,14,944
315,504,354,420,580,407,371,90.321,24.372,43.821,64.648,27.678,13.427,25.593,14,945
402,498,440,245,510,388,356,69.69,41.815,79.809,100,36.735,20.711,24.765,14,946
498,471,526,295,397,383,356,65.477,45.201,49.57,100,50.907,21.733,17.443,14,947
478,468,471,251,513,401,330,64.453,61.026,42.681,100,46.5,10.788,20.513,14,948
460,482,485,260,624,361,428,72.091,39.413,47.681,100,27.837,31.222,29.057,14,949
321,467,475,311,628,406,372,85.831,75.909,55.476,100,27.917,39.688,26.812,14,950
358,504,497,264,546,445,395,83.273,60.556,45.398,100,40.435,14.608,29.688,14,951
437,432,410,269,411,381,321,60.005,23.979,28.427,90.079,38.074,10.159,13.583,14,952
448,505,476,285,478,398,428,60.635,17.837,29.964,99.568,43.744,9.962,38.034,14,953
415,500,528,337,546,408,416,80.517,37.562,40.437,92.011,41.029,10.118,32.601,14,954
478,470,464,370,614,413,410,59.415,60.122,60.515,97.639,46.145,10.473,33.309,14,955
493,491,506,402,636,442,401,51.618,26.536,23.82,73.192,26.931,25.671,23.977,14,956
469,474,471,412,650,348,437,29.452,15.356,41.578,48.23,27.01,49.767,36.538,14,957
490,418,516,397,604,346,399,13.78,12.363,32.482,44.531,36.972,11.536,39.846,14,958
473,453,479,334,564,370,374,13.703,13.78,41.027,60.279,36.814,9.41,20.081,14,959
309,459,425,426,435,375,355,35.753,15.237,20.867,51.304,34.568,9.332,24.884,14,960
364,369,366,392,510,304,288,9.686,9.331,35.867,28.704,18.23,5.984,12.363,17,961
342,395,372,401,394,332,255,9.292,10.317,16.025,28.783,20.709,6.891,6.851,17,962
323,401,323,389,395,342,245,7.718,10.591,15.158,28.466,19.449,7.167,6.734,17,963
304,362,318,347,380,331,260,7.126,9.645,9.331,23.468,24.409,7.048,7.715,17,964
281,271,269,292,362,266,192,6.812,7.284,6.143,19.451,21.577,5.275,4.487,17,965
246,247,257,265,309,235,182,5.472,6.616,5.825,17.481,18.427,4.567,4.094,17,966
215,224,218,241,330,201,149,4.843,6.023,5.828,17.204,14.961,4.174,3.151,17,967
219,219,225,217,276,141,158,4.685,5.196,4.999,14.252,18.938,2.52,3.308,17,968
178,226,185,246,235,192,124,3.189,4.844,3.937,14.097,22.561,3.859,2.795,17,969
165,200,161,211,217,161,110,2.914,4.173,3.386,11.379,28.508,2.794,2.399,17,970
146,161,145,206,193,148,97,2.44,3.346,2.875,11.3,21.419,2.875,1.968,17,971
130,148,139,169,232,127,104,2.323,2.834,2.797,9.489,11.497,2.242,2.165,17,972
127,154,143,195,202,121,101,2.008,2.834,2.835,10.316,23.309,1.889,1.928,17,973
101,120,94,134,220,105,77,1.731,3.15,15.788,7.009,16.378,1.732,1.575,17,974
121,147,130,165,201,105,82,1.889,2.953,4.999,10.198,10.04,1.889,1.691,17,975
95,129,98,163,154,118,62,1.535,2.482,2.321,9.135,24.685,1.929,1.298,17,976
83,116,93,126,133,80,57,1.218,2.008,1.968,6.612,7.639,1.298,1.024,17,977
103,121,94,140,164,103,63,1.731,2.363,13.78,8.74,7.521,1.929,1.416,17,978
114,132,125,148,176,103,73,1.811,2.598,2.637,8.741,7.085,1.968,1.416,17,979
142,170,132,178,194,123,80,2.635,3.858,2.914,12.953,6.732,2.285,1.772,17,980
142,179,137,212,208,152,105,2.243,4.644,2.952,14.844,6.574,3.543,2.283,17,981
189,238,199,273,293,193,157,3.739,6.575,4.764,22.284,14.567,4.684,5.826,17,982
267,272,256,309,353,235,203,4.96,7.401,6.221,26.224,14.175,5.63,6.18,17,983
303,307,356,335,489,261,283,6.733,9.094,13.388,40.516,19.175,6.614,12.128,17,984
351,336,360,279,450,304,314,9.487,20.199,27.64,64.766,23.31,9.608,16.34,17,985
358,360,394,295,388,321,308,10.591,53.152,14.687,79.057,38.428,10.198,15.552,17,986
471,339,437,202,525,395,349,17.128,94.178,23.428,100,29.136,14.135,32.483,17,987
466,354,475,198,593,336,389,22.284,94.253,31.342,100,35.948,8.347,22.051,17,988
478,291,494,179,457,372,419,73.784,100,43.862,100,54.609,10.511,19.135,17,989
456,380,448,229,563,393,412,73.824,99.213,72.919,100,40.593,20.316,28.545,17,990
431,384,560,264,538,353,408,71.305,100,69.926,100,37.287,52.327,27.483,17,991
310,378,657,249,635,270,419,83.274,99.411,65.161,100,37.758,95.438,34.648,17,992
357,414,434,242,530,296,413,86.305,97.6,36.183,100,40.749,93.035,32.717,17,993
333,434,675,253,650,354,430,89.809,75.319,42.404,100,33.192,84.493,25.162,17,994
344,421,563,237,643,228,391,87.682,95.435,54.926,100,30.632,96.222,22.995,17,995
367,467,359,252,618,226,395,78.273,98.743,47.759,100,31.105,99.843,30.867,17,996
329,309,250,208,514,197,358,80.79,90.079,45.16,90.118,25.75,89.135,30.909,17,997
376,282,486,169,510,235,356,85.834,100,51.54,100,61.067,93.863,22.364,17,998
377,378,347,207,478,277,364,95.832,98.584,61.303,100,46.735,98.348,36.893,17,999
425,339,271,189,366,223,370,79.177,97.875,67.801,100,78.195,97.325,44.256,17,1000
421,229,263,109,339,198,322,93.354,100,54.451,100,80.082,85.435,84.454,17,1001
375,342,258,168,414,147,280,64.494,89.883,50.634,90.079,52.917,89.41,77.837,17,1002
410,348,428,173,381,234,326,76.817,99.922,36.302,100,70.714,95.554,55.99,17,1003
443,331,513,188,483,348,351,72.369,99.804,29.885,100,57.641,88.902,23.78,17,1004
433,452,449,320,577,297,280,72.682,70.12,31.144,98.741,36.224,93.39,16.576,17,1005
406,446,339,370,588,247,273,61.264,16.852,35.516,73.352,23.27,85.241,29.413,17,1006
394,473,265,357,586,263,429,77.998,17.01,58.943,83.47,37.797,89.65,35.87,17,1007
403,507,449,258,462,292,365,78.468,18.112,21.028,98.19,48.9,93.115,20.595,17,1008
442,493,411,242,512,235,315,75.399,20.75,26.458,100,41.499,91.696,24.489,17,1009
429,462,456,316,483,255,300,82.291,13.977,27.365,99.056,55.516,79.81,19.135,17,1010
400,460,364,247,606,195,410,78.549,18.191,44.333,100,27.483,91.974,36.42,17,1011
453,434,276,202,628,291,353,73.863,47.797,58.114,100,31.261,84.573,54.769,17,1012
413,454,378,260,607,372,320,82.723,74.848,54.57,100,30.514,53.391,82.092,17,1013
389,478,473,385,584,393,462,89.14,20.947,27.208,88.311,39.254,13.112,89.926,17,1014
447,457,370,382,653,418,507,75.635,28.074,59.138,80.833,31.893,16.34,76.305,17,1015
434,491,251,335,605,379,391,74.573,15.394,64.846,92.601,40.161,15.277,59.177,17,1016
435,469,420,337,624,395,351,76.028,14.411,46.265,88.825,29.291,14.333,37.917,17,1017
438,450,464,418,651,384,353,72.563,13.74,49.494,55.872,43.192,12.797,38.508,17,1018
432,475,355,388,615,329,345,75.557,15.591,74.138,83.154,38.389,43.587,32.995,17,1019
424,509,309,378,607,340,355,75.478,17.481,65.045,70.556,30.711,84.887,35.278,17,1020
488,519,453,309,619,401,360,63.824,23.624,51.893,93.821,52.643,23.662,24.57,17,1021
479,491,396,281,648,393,378,72.093,19.056,41.618,99.883,28.034,25.355,36.065,17,1022
471,502,471,296,619,356,373,72.051,16.34,42.286,100,38.073,35.593,27.956,17,1023
465,510,372,239,630,381,364,68.943,19.921,41.459,100,34.767,42.524,27.796,17,1024
460,481,289,281,588,372,346,67.445,23.506,60.87,100,25.318,13.308,20.472,17,1025
479,518,257,307,587,430,345,66.304,22.088,61.501,99.293,25.946,23.861,26.38,17,1026
448,491,436,350,509,390,364,67.564,19.096,40.909,96.576,41.5,16.181,42.287,17,1027
492,461,428,246,628,388,341,62.997,44.608,30.593,100,28.271,15.868,29.136,17,1028
440,455,260,265,531,370,319,59.257,52.013,61.579,90.118,37.601,17.679,41.184,17,1029
319,479,443,360,644,456,357,88.351,15.63,48.427,89.926,27.089,23.347,26.654,17,1030
397,514,462,355,656,460,357,71.54,31.382,50.632,87.05,32.009,16.221,26.182,17,1031
476,514,271,340,537,382,340,61.58,18.27,61.067,85.91,40.159,38.467,23.467,17,1032
441,518,474,288,600,440,399,71.305,33.704,54.493,100,39.334,53.744,61.186,17,1033
453,473,541,284,651,430,489,75.872,43.388,35.318,100,24.49,45.28,56.186,17,1034
487,538,300,312,635,410,499,67.446,64.61,66.344,99.883,24.569,73.115,32.088,17,1035
493,489,413,277,649,363,380,63.942,89.22,40.751,100,30.397,83.274,23.191,17,1036
452,517,493,300,614,386,385,66.343,42.09,43.271,100,28.704,81.856,31.813,17,1037
462,529,471,291,633,362,407,68.47,26.93,40.476,100,27.09,90.874,39.963,17,1038
446,553,445,349,631,369,395,61.423,18.939,52.09,97.602,28.703,85.162,49.649,17,1039
437,528,459,332,541,363,383,73.707,17.483,42.799,89.846,36.026,75.517,25.198,17,1040
437,510,468,363,570,464,397,75.085,19.294,58.902,84.533,34.845,48.155,28.979,17,1041
427,543,464,314,544,406,378,76.738,22.994,56.224,93.032,40.043,11.614,37.286,17,1042
466,511,461,375,586,460,388,65.673,15.947,59.218,88.037,23.428,14.764,29.056,17,1043
425,504,455,433,610,444,405,77.21,15.829,62.13,54.059,31.775,23.664,30.317,17,1044
497,493,528,425,588,447,337,64.177,14.647,59.652,61.737,21.851,17.954,19.373,17,1045
501,484,425,440,599,379,341,58.784,21.693,25.239,55.711,23.073,28.743,15.59,17,1046
478,552,478,458,633,417,396,35.16,20.238,57.13,62.603,28.074,22.325,31.223,17,1047
458,496,517,417,630,465,406,45.671,17.956,50.91,80.675,28.506,14.686,21.419,17,1048
490,454,474,432,612,410,361,63.272,16.263,27.09,62.091,26.538,12.323,16.067,17,1049
461,481,482,399,585,361,414,28.78,15.552,32.208,59.964,23.779,9.607,27.757,17,1050
424,447,432,438,573,414,345,14.058,15.554,22.6,57.17,21.104,16.97,19.843,17,1051
410,392,469,378,557,355,328,19.647,11.813,18.741,41.656,21.538,10.081,14.056,17,1052
310,377,406,358,524,316,335,43.98,12.364,25.987,35.672,19.529,7.283,14.687,17,1053
368,406,363,392,481,335,264,71.382,16.852,23.939,34.727,15.67,7.873,15.986,17,1054
382,365,398,365,511,292,248,29.924,12.126,15.158,28.507,16.459,6.418,15.276,17,1055
360,302,343,328,431,275,248,17.561,8.663,9.45,23.663,12.167,5.513,8.346,17,1056
320,330,338,322,432,281,243,14.173,11.142,14.963,22.089,12.009,5.671,7.559,18,1057
348,310,342,352,443,299,251,13.977,9.804,11.852,26.893,13.978,6.378,6.969,18,1058
310,285,294,321,399,282,249,10.749,7.835,7.559,21.262,11.378,5.67,6.891,18,1059
264,308,292,305,404,267,210,13.822,7.991,7.758,21.891,11.183,5.315,5.16,18,1060
279,260,284,280,410,234,204,12.285,6.931,8.308,18.821,13.781,4.607,4.961,18,1061
231,246,223,317,310,221,175,5.71,5.354,5.078,20.003,13.424,3.897,6.376,18,1062
213,206,212,227,281,189,159,5.473,4.605,4.646,12.521,8.977,4.686,3.544,18,1063
212,221,194,230,261,182,164,4.881,4.528,4.252,12.756,12.283,3.387,3.427,18,1064
189,152,162,221,226,167,112,4.212,3.189,3.661,12.639,8.309,2.756,2.757,18,1065
169,157,163,181,231,142,121,2.992,3.385,3.621,9.726,6.023,2.442,2.638,18,1066
172,172,170,198,243,146,112,3.503,3.15,3.741,11.221,8.347,2.321,2.402,18,1067
138,166,131,171,198,145,84,2.243,3.188,3.307,9.449,9.055,2.283,1.772,18,1068
129,131,118,156,173,131,90,2.952,2.597,2.402,9.409,10.591,2.245,1.729,18,1069
115,103,113,149,126,95,65,1.731,1.927,2.321,7.204,36.5,1.575,1.298,18,1070
101,139,117,166,124,97,83,1.77,2.756,2.481,8.701,41.854,1.652,1.692,18,1071
113,132,126,173,260,105,100,1.849,2.479,2.758,8.661,22.126,1.692,2.086,18,1072
123,126,120,166,178,106,82,2.126,2.599,2.677,8.938,22.443,1.85,1.653,18,1073
112,118,128,155,108,87,66,1.89,2.48,7.008,8.937,44.531,1.73,1.417,18,1074
92,159,120,172,200,118,84,38.978,3.306,2.478,10.75,9.371,2.243,1.811,18,1075
93,130,135,165,229,112,79,45.987,2.914,3.11,10.67,9.055,2.323,1.494,18,1076
148,188,136,206,172,138,101,9.174,4.448,2.795,14.962,25.633,3.032,2.124,18,1077
193,239,205,269,281,158,143,3.623,5.827,4.96,20.041,36.184,3.346,4.015,18,1078
235,271,263,314,370,199,191,4.488,6.89,6.731,25.947,16.575,4.685,5.354,18,1079
268,302,311,320,432,235,254,6.339,8.347,8.582,33.546,16.222,5.826,8.032,18,1080
313,325,339,356,417,269,274,8.11,13.622,10.081,39.176,17.717,7.128,13.465,18,1081
352,409,410,344,525,330,330,9.608,22.522,20.552,64.453,19.451,10.001,16.458,18,1082
461,373,414,246,441,363,375,13.584,76.305,26.812,100,38.427,12.011,18.939,18,1083
458,389,356,213,569,375,380,27.443,88.744,67.525,100,39.53,11.694,24.489,18,1084
484,337,361,155,613,376,360,78.118,99.096,50.673,100,29.53,10.355,21.695,18,1085
443,392,321,295,557,394,393,73.195,98.308,57.604,99.883,39.216,21.261,25.002,18,1086
451,416,224,218,626,292,425,66.028,92.718,97.643,100,34.374,88.744,25.12,18,1087
423,456,437.773925620774,230,520,341,380,76.658,89.137,53.1716083040873,100,46.143,86.302,23.782,18,1088
420,411,196,262,648,313,420,70.438,79.613,90.988,100,30.713,75.751,24.766,18,1089
438,457,348,297,624,250,438,70.082,43.31,55.125,99.568,34.61,97.68,42.405,18,1090
454,503,312,439,602,299,425,73.586,15.788,89.609,47.365,59.415,92.446,32.641,18,1091
465,511,346,378,593,241,360,77.406,21.38,68.232,71.658,29.844,88.469,22.561,18,1092
446,508,502,368,649,332,394,76.973,19.567,21.774,73.981,34.019,87.013,73.234,18,1093
433,510,436,357,490,352,500,71.973,17.324,27.049,78.979,55.753,80.557,47.719,18,1094
435,493,448,348,392,295,411,68.705,32.327,47.562,100,73.747,71.462,30.79,18,1095
406,442,454,337,546,316,379,77.484,18.347,51.617,93.702,42.995,57.524,26.42,18,1096
423,477,467,380,599,343,353,74.692,18.348,32.561,74.884,36.774,28.31,54.375,18,1097
452,461,397,232,628,391,316,69.692,43.823,31.616,100,34.61,15.396,77.445,18,1098
419,456,368,244,649,368,379,67.605,28.743,57.366,100,34.452,15,69.14,18,1099
418,504,326,316,603,392,292,73.116,16.694,66.895,87.84,35.042,13.702,71.266,18,1100
416,500,345,343,603,391,348,75.282,17.205,48.037,98.821,33.034,14.647,78.588,18,1101
437,493,444,368,596,392,291,75.36,18.466,22.049,92.76,32.011,19.292,75.202,18,1102
428,470,393,253,571,353,346,80.085,20.67,42.64,100,39.846,13.388,70.95,18,1103
421,427,314,204,570,350,393,73.116,39.923,58.075,100,58.47,10.945,64.609,18,1104
433,338,261,168,601,316,339,72.249,100,59.691,100,42.602,19.45,68.941,18,1105
404,320,231,167,565,292,294,60.556,89.096,58.745,90.157,29.726,9.725,61.267,18,1106
450,412,267,201,687,373,359,72.762,96.697,67.485,100,30.87,13.425,64.65,18,1107
398,412,472,242,647,343,355,62.525,99.018,38.624,100,25.432,17.759,65.95,18,1108
448,334,379,217,649,343,312,76.264,100,38.272,100,24.489,13.112,78.114,18,1109
438,402,237,263,634,363,331,64.848,95.2,64.218,100,25.355,28.703,75.32,18,1110
412,382,380,232,609,370,314,72.053,95.867,36.735,100,25.041,15.315,75.084,18,1111
462,381,240,243,648,376,369,60.163,92.05,65.28,100,30.71,13.819,65.478,18,1112
433,472,385,254,582,394,291,67.289,68.666,37.838,100,25.907,47.209,97.639,18,1113
454,512,488,397,637,342,464,69.925,17.049,38.151,75.044,31.617,76.619,88.823,18,1114
463,480,499,417,686,297,400,68.626,14.332,43.074,65.675,30.554,92.565,73.982,18,1115
449,510,482,392,605,368,327,69.533,16.695,56.5,70.358,50.674,48.31,76.619,18,1116
416,511,506,393,551,357,497,74.101,15.867,38.98,85.714,54.454,63.547,47.917,18,1117
473,504,514,332,659,355,406,68.903,15.749,48.152,89.057,40.436,61.068,20.908,18,1118
459,519,478,388,633,374,321,73.826,20.395,33.704,87.641,31.538,69.887,20.749,18,1119
436,481,468,306,627,380,348,68.706,16.497,32.758,99.53,28.781,48.982,19.293,18,1120
472,504,466,375,524,393,374,63.705,18.308,53.664,80.871,42.444,27.05,20,18,1121
384,513,465,437.110000000001,623,423,337,82.802,22.365,41.774,66.226,29.452,17.444,21.105,18,1122
433,499,457,407,646,388,362,72.88,16.498,52.602,78.31,25.356,17.994,33.231,18,1123
464,510,442,349,653,366,326,67.526,18.979,34.059,92.997,27.442,57.916,30.712,18,1124
488,486,409,298,645,519,368,58.39,21.657,59.926,96.262,26.145,14.253,25.986,18,1125
459,438,369,212,643,433,321,66.897,62.05,44.69,100,28.112,12.717,30.082,18,1126
482,433,320,265,632,429,331,59.808,95.908,55.792,100,23.584,14.726,33.821,18,1127
477,461,382,270,623,409,453,62.525,85.476,51.775,100,24.765,15.593,52.208,18,1128
497,494,341,265,656,415,507,47.643,25.12,54.533,100,28.153,34.924,31.616,18,1129
485,536,427,289,367,417,319,55.515,17.796,48.35,99.45,57.679,49.611,61.973,18,1130
474,519,337,262,644,395,497,26.851,23.034,70.832,100,28.23,13.387,27.954,18,1131
471,515,369,321,614,377,425,38.979,26.382,60.714,97.168,24.45,61.618,35.24,18,1132
429,530,407,334,648,368,364,34.962,21.026,45.554,93.586,25.357,54.02,66.58,18,1133
421,491,442,421,617,397,515,47.248,15.672,32.561,76.777,22.562,39.726,38.546,18,1134
412,554,417,396,547,348,195,43.152,19.688,36.262,70.792,25.672,53.506,34.962,18,1135
297,506,488,331,620,391,416,54.098,21.42,35.16,96.931,31.421,76.894,47.128,18,1136
518,465,472,362,628,366,427,41.382,16.34,50.437,81.935,32.405,11.42,48.822,18,1137
436,465,453,252,544,334,349,59.886,20.04,47.168,88.111,32.56,8.544,54.296,18,1138
488,511,497,310,579,406,380,72.841,17.68,46.501,98.466,34.924,11.26,65.712,18,1139
462,520,508,419,594,423,418,70.518,15.119,45.436,71.265,29.923,13.033,36.104,18,1140
495,471,431,397,592,409,360,61.264,19.924,49.099,71.342,24.135,12.245,26.144,18,1141
453,469,452,340,604,397,380,31.458,18.268,38.508,90.24,22.639,15.002,35.082,18,1142
441,484,416,374,598,381,344,19.411,14.568,31.617,63.863,21.892,13.507,18.939,18,1143
367,437,261,358,543,371,349,12.874,16.497,55.517,57.837,21.734,14.842,13.938,18,1144
417,425,317,424,541,388,369,15.985,12.954,52.287,42.916,20.789,9.449,19.883,18,1145
418,455,354,434,513,409,262,17.363,14.293,33.665,44.018,19.018,11.968,11.379,18,1146
373,419,371,361,549,356,283,12.047,17.797,26.577,62.916,17.205,9.607,11.104,18,1147
367,397,441,410,559,349,306,10.591,12.795,27.796,51.539,22.405,8.702,16.774,18,1148
439,375,416,382,532,373,307,13.662,15.159,19.451,33.546,16.693,8.819,11.261,18,1149
347,308,336,321,460,280,248,12.402,9.803,24.49,22.954,14.293,6.22,10.984,18,1150
315,337,354,372,518,307,296,8.582,14.924,37.287,27.324,14.725,6.417,16.814,18,1151
385,364,396,331,502,309,269,11.693,10.237,32.796,27.719,15.434,6.968,10.631,18,1152
312,340,351,353,496,292,237,7.835,11.024,37.365,24.844,14.056,5.866,6.693,19,1153
325,323,343,330,508,299,266,8.387,12.127,49.216,27.835,14.174,6.338,10.67,19,1154
290,315,285,310,373,300,186,7.716,12.953,44.098,29.767,12.127,6.891,6.614,19,1155
273,321,266,350,376,308,224,7.087,11.222,10,26.064,11.813,7.322,6.614,19,1156
243,252,253,265,349,220,179,5.866,7.126,8.82,20.631,12.087,5.237,5.157,19,1157
234,229,269,262,382,216,186,5.551,5.945,8.545,17.403,12.087,4.566,4.961,19,1158
221,219,213,276,278,230,146,5.433,5.63,6.851,19.254,9.253,5.156,3.702,19,1159
183,203,193,271,269,174,154,3.859,4.724,5.631,15.474,8.073,3.425,3.819,19,1160
175,181,189,218,258,163,124,3.583,4.566,5.827,12.953,7.717,2.993,2.836,19,1161
168,186,155,225,238,163,126,3.387,3.976,3.463,12.127,6.772,2.874,2.992,19,1162
160,176,169,219,258,159,120,2.875,3.582,4.055,12.442,6.771,2.64,2.717,19,1163
156,155,170,187,255,138,111,2.914,3.269,17.874,11.852,7.519,2.323,2.52,19,1164
126,150,107,185,174,109,84,2.402,2.678,29.648,9.409,4.372,1.693,1.771,19,1165
108,116,98,142,161,95,89,2.007,2.717,10.591,7.874,4.526,1.574,1.771,19,1166
103,110,92,122,160,81,75,1.809,2.126,19.962,6.615,5.984,1.219,1.612,19,1167
114,104,70,132,176,96,79,1.849,2.046,46.265,7.954,5.789,1.614,1.653,19,1168
94,118,91,129,143,89,65,1.771,2.401,28.152,7.992,4.134,1.692,1.258,19,1169
99,93,114,111,152,71,58,1.811,1.928,5.157,6.378,3.897,1.338,1.102,19,1170
102,123,108,170,187,81,83,2.323,3.229,4.214,10.356,9.45,1.81,2.008,19,1171
130,130,118,148,184,95,80,2.441,3.346,12.678,10.197,5.474,2.046,1.928,19,1172
134,169,143,189,229,123,106,2.44,4.882,3.464,15.671,8.23,3.072,2.245,19,1173
183,197,189,234,288,151,152,3.583,4.763,8.07,15.554,9.371,3.306,4.251,19,1174
229,251,246,284,342,187,172,4.567,6.693,7.521,21.34,12.718,4.016,5.078,19,1175
297,317,291,313,444,237,260,7.009,10.868,12.52,35.159,16.853,6.063,7.992,19,1176
325,338,298,344.110000000001,467,275,283,8.936,16.417,24.766,56.223,16.775,7.362,8.781,19,1177
353,371,319,300,477,337,304,10.63,36.813,20.552,83.152,21.104,10.275,13.977,19,1178
392,396,356,249,521,354,360,11.497,27.954,51.894,100,35.239,13.228,21.103,19,1179
431,401,410,271,501,338,362,15.515,40.318,52.407,100,48.469,10.908,14.804,19,1180
415,342,350,245,540,364,394,69.612,96.458,57.132,100,36.341,13.19,18.271,19,1181
444,353,441,262,518,321,356,72.681,100,46.224,100,53.35,20.552,16.024,19,1182
424,365,411,234,500,301,379,65.792,97.327,59.925,100,59.177,57.05,20.789,19,1183
426,396,417,294,452,306,385,79.178,43.428,61.935,85.042,63.981,90.871,18.938,19,1184
398,448,463,310,480,302,382,79.729,43.743,49.257,92.996,59.611,92.523,21.538,19,1185
433,469,396,259,569,381,353,68.431,39.255,63.863,100,40.829,49.924,62.723,19,1186
425,405,426,307,450,305,494,64.296,18.191,27.286,82.958,55.634,76.306,34.333,19,1187
419,481,451,306,550,235,401,67.999,28.743,35.121,91.498,34.451,98.625,24.883,19,1188
410,434,415,274,504,258,401,44.334,21.617,31.892,89.649,34.964,97.364,33.466,19,1189
375,481,483,313,528,306,362,33.269,21.262,28.663,85.239,38.782,84.373,30.002,19,1190
428,469,467,255,582,341,396,65.95,26.065,41.579,95.632,39.845,55.829,41.932,19,1191
457,389,409,233,512,306,364,83.747,19.49,47.09,100,43.388,13.033,60.202,19,1192
428,434,442,193,534,327,460,75.124,61.931,27.05,100,36.696,16.694,83.587,19,1193
378,349,381,184,477,271,255,28.821,88.662,33.86,90.118,43.625,35.12,55.042,19,1194
444,451,436,289,601,392,289,26.498,63.31,42.248,100,45.239,18.583,66.658,19,1195
